level,tt_value
11551,4175.13
11552,4176.52
11553,4177.91
11554,4179.29
11555,4180.68
11556,4182.06
11557,4183.44
11558,4184.81
11559,4186.18
11560,4187.55
11561,4188.92
11562,4190.28
11563,4191.64
11564,4193.0
11565,4194.35
11566,4195.7
11567,4197.05
11568,4198.39
11569,4199.73
11570,4201.06
11571,4202.39
11572,4203.72
11573,4205.05
11574,4206.37
11575,4207.68
11576,4209.0
11577,4210.31
11578,4211.61
11579,4212.91
11580,4214.21
11581,4215.5
11582,4216.79
11583,4218.08
11584,4219.36
11585,4220.64
11586,4221.91
11587,4223.18
11588,4224.44
11589,4225.7
11590,4226.96
11591,4228.21
11592,4229.46
11593,4230.7
11594,4231.94
11595,4233.17
11596,4234.4
11597,4235.63
11598,4236.84
11599,4238.06
11600,4239.27
11601,4240.48
11602,4241.68
11603,4242.88
11604,4244.07
11605,4245.26
11606,4246.44
11607,4247.62
11608,4248.79
11609,4249.96
11610,4251.12
11611,4252.28
11612,4253.44
11613,4254.59
11614,4255.73
11615,4256.87
11616,4258.0
11617,4259.13
11618,4260.26
11619,4261.38
11620,4262.49
11621,4263.6
11622,4264.71
11623,4265.81
11624,4266.9
11625,4267.99
11626,4269.08
11627,4270.16
11628,4271.23
11629,4272.3
11630,4273.37
11631,4274.43
11632,4275.48
11633,4276.53
11634,4277.58
11635,4278.62
11636,4279.65
11637,4280.68
11638,4281.71
11639,4282.73
11640,4283.75
11641,4284.76
11642,4285.76
11643,4286.76
11644,4287.76
11645,4288.75
11646,4289.73
11647,4290.71
11648,4291.69
11649,4292.66
11650,4293.63
11651,4294.59
11652,4295.54
11653,4296.49
11654,4297.44
11655,4298.38
11656,4299.32
11657,4300.25
11658,4301.18
11659,4302.1
11660,4303.02
11661,4303.93
11662,4304.84
11663,4305.75
11664,4306.65
11665,4307.54
11666,4308.43
11667,4309.32
11668,4310.2
11669,4311.08
11670,4311.95
11671,4312.82
11672,4313.68
11673,4314.54
11674,4315.4
11675,4316.25
11676,4317.09
11677,4317.94
11678,4318.77
11679,4319.61
11680,4320.44
11681,4321.27
11682,4322.09
11683,4322.91
11684,4323.72
11685,4324.53
11686,4325.34
11687,4326.14
11688,4326.94
11689,4327.73
11690,4328.52
11691,4329.31
11692,4330.09
11693,4330.88
11694,4331.65
11695,4332.43
11696,4333.2
11697,4333.96
11698,4334.73
11699,4335.49
11700,4336.24
11701,4337.0
11702,4337.74
11703,4338.49
11704,4339.24
11705,4339.98
11706,4340.72
11707,4341.45
11708,4342.18
11709,4342.91
11710,4343.64
11711,4344.36
11712,4345.09
11713,4345.81
11714,4346.52
11715,4347.24
11716,4347.95
11717,4348.66
11718,4349.36
11719,4350.07
11720,4350.77
11721,4351.47
11722,4352.17
11723,4352.87
11724,4353.56
11725,4354.25
11726,4354.94
11727,4355.63
11728,4356.32
11729,4357.01
11730,4357.69
11731,4358.37
11732,4359.05
11733,4359.73
11734,4360.41
11735,4361.09
11736,4361.76
11737,4362.44
11738,4363.11
11739,4363.79
11740,4364.46
11741,4365.13
11742,4365.8
11743,4366.47
11744,4367.13
11745,4367.8
11746,4368.47
11747,4369.14
11748,4369.8
11749,4370.47
11750,4371.13
11751,4371.8
11752,4372.46
11753,4373.13
11754,4373.79
11755,4374.46
11756,4375.12
11757,4375.79
11758,4376.45
11759,4377.12
11760,4377.79
11761,4378.45
11762,4379.12
11763,4379.79
11764,4380.45
11765,4381.12
11766,4381.79
11767,4382.46
11768,4383.13
11769,4383.8
11770,4384.48
11771,4385.15
11772,4385.83
11773,4386.5
11774,4387.18
11775,4387.86
11776,4388.54
11777,4389.22
11778,4389.9
11779,4390.59
11780,4391.27
11781,4391.96
11782,4392.65
11783,4393.34
11784,4394.04
11785,4394.73
11786,4395.43
11787,4396.13
11788,4396.83
11789,4397.53
11790,4398.24
11791,4398.95
11792,4399.66
11793,4400.37
11794,4401.08
11795,4401.8
11796,4402.52
11797,4403.24
11798,4403.97
11799,4404.7
11800,4405.43
11801,4406.16
11802,4406.9
11803,4407.64
11804,4408.38
11805,4409.13
11806,4409.88
11807,4410.63
11808,4411.39
11809,4412.15
11810,4412.91
11811,4413.67
11812,4414.44
11813,4415.22
11814,4415.99
11815,4416.77
11816,4417.56
11817,4418.34
11818,4419.13
11819,4419.93
11820,4420.73
11821,4421.53
11822,4422.34
11823,4423.15
11824,4423.96
11825,4424.78
11826,4425.6
11827,4426.43
11828,4427.26
11829,4428.1
11830,4428.93
11831,4429.78
11832,4430.63
11833,4431.48
11834,4432.34
11835,4433.2
11836,4434.06
11837,4434.93
11838,4435.81
11839,4436.69
11840,4437.57
11841,4438.46
11842,4439.36
11843,4440.26
11844,4441.16
11845,4442.07
11846,4442.98
11847,4443.9
11848,4444.82
11849,4445.75
11850,4446.68
11851,4447.62
11852,4448.56
11853,4449.51
11854,4450.46
11855,4451.42
11856,4452.38
11857,4453.35
11858,4454.32
11859,4455.3
11860,4456.28
11861,4457.27
11862,4458.26
11863,4459.26
11864,4460.26
11865,4461.27
11866,4462.29
11867,4463.31
11868,4464.33
11869,4465.36
11870,4466.4
11871,4467.44
11872,4468.48
11873,4469.53
11874,4470.59
11875,4471.65
11876,4472.72
11877,4473.79
11878,4474.87
11879,4475.95
11880,4477.04
11881,4478.14
11882,4479.24
11883,4480.34
11884,4481.45
11885,4482.56
11886,4483.69
11887,4484.81
11888,4485.94
11889,4487.08
11890,4488.22
11891,4489.37
11892,4490.52
11893,4491.68
11894,4492.84
11895,4494.01
11896,4495.18
11897,4496.36
11898,4497.55
11899,4498.74
11900,4499.93
11901,4501.13
11902,4502.33
11903,4503.55
11904,4504.76
11905,4505.98
11906,4507.21
11907,4508.44
11908,4509.67
11909,4510.91
11910,4512.16
11911,4513.41
11912,4514.66
11913,4515.92
11914,4517.19
11915,4518.46
11916,4519.73
11917,4521.01
11918,4522.3
11919,4523.59
11920,4524.88
11921,4526.18
11922,4527.48
11923,4528.79
11924,4530.1
11925,4531.42
11926,4532.74
11927,4534.07
11928,4535.4
11929,4536.73
11930,4538.07
11931,4539.42
11932,4540.77
11933,4542.12
11934,4543.47
11935,4544.84
11936,4546.2
11937,4547.57
11938,4548.94
11939,4550.32
11940,4551.7
11941,4553.08
11942,4554.47
11943,4555.86
11944,4557.26
11945,4558.66
11946,4560.06
11947,4561.47
11948,4562.88
11949,4564.29
11950,4565.71
11951,4567.13
11952,4568.91
11953,4570.69
11954,4572.46
11955,4574.24
11956,4576.01
11957,4577.78
11958,4579.54
11959,4581.31
11960,4583.07
11961,4584.82
11962,4586.58
11963,4588.33
11964,4590.08
11965,4591.82
11966,4593.56
11967,4595.3
11968,4597.04
11969,4598.77
11970,4600.5
11971,4602.22
11972,4603.94
11973,4605.66
11974,4607.37
11975,4609.08
11976,4610.78
11977,4612.48
11978,4614.17
11979,4615.86
11980,4617.55
11981,4619.23
11982,4620.9
11983,4622.57
11984,4624.24
11985,4625.9
11986,4627.55
11987,4629.21
11988,4630.85
11989,4632.49
11990,4634.12
11991,4635.75
11992,4637.38
11993,4639.0
11994,4640.61
11995,4642.21
11996,4643.81
11997,4645.41
11998,4647.0
11999,4648.58
12000,4650.16
12001,4651.73
12002,4653.3
12003,4654.86
12004,4656.41
12005,4657.96
12006,4659.5
12007,4661.03
12008,4662.56
12009,4664.08
12010,4665.59
12011,4667.1
12012,4668.61
12013,4670.1
12014,4671.59
12015,4673.07
12016,4674.55
12017,4676.02
12018,4677.48
12019,4678.94
12020,4680.39
12021,4681.83
12022,4683.27
12023,4684.7
12024,4686.13
12025,4687.54
12026,4688.95
12027,4690.36
12028,4691.75
12029,4693.15
12030,4694.53
12031,4695.91
12032,4697.28
12033,4698.64
12034,4700.0
12035,4701.35
12036,4702.7
12037,4704.03
12038,4705.36
12039,4706.69
12040,4708.01
12041,4709.32
12042,4710.63
12043,4711.93
12044,4713.22
12045,4714.51
12046,4715.79
12047,4717.06
12048,4718.33
12049,4719.59
12050,4720.85
12051,4722.1
12052,4723.28
12053,4724.46
12054,4725.64
12055,4726.82
12056,4728.0
12057,4729.18
12058,4730.35
12059,4731.53
12060,4732.7
12061,4733.88
12062,4735.05
12063,4736.22
12064,4737.39
12065,4738.56
12066,4739.73
12067,4740.9
12068,4742.06
12069,4743.23
12070,4744.39
12071,4745.55
12072,4746.71
12073,4747.87
12074,4749.03
12075,4750.18
12076,4751.34
12077,4752.49
12078,4753.65
12079,4754.8
12080,4755.95
12081,4757.09
12082,4758.24
12083,4759.39
12084,4760.53
12085,4761.67
12086,4762.81
12087,4763.96
12088,4765.09
12089,4766.23
12090,4767.36
12091,4768.5
12092,4769.63
12093,4770.76
12094,4771.89
12095,4773.02
12096,4774.14
12097,4775.27
12098,4776.39
12099,4777.51
12100,4778.63
12101,4779.75
12102,4780.86
12103,4781.98
12104,4783.09
12105,4784.2
12106,4785.31
12107,4786.42
12108,4787.52
12109,4788.63
12110,4789.73
12111,4790.83
12112,4791.93
12113,4793.03
12114,4794.13
12115,4795.22
12116,4796.31
12117,4797.4
12118,4798.49
12119,4799.58
12120,4800.66
12121,4801.75
12122,4802.83
12123,4803.91
12124,4804.99
12125,4806.06
12126,4807.14
12127,4808.21
12128,4809.28
12129,4810.35
12130,4811.42
12131,4812.48
12132,4813.55
12133,4814.61
12134,4815.67
12135,4816.73
12136,4817.79
12137,4818.84
12138,4819.9
12139,4820.95
12140,4822.0
12141,4823.05
12142,4824.09
12143,4825.14
12144,4826.18
12145,4827.22
12146,4828.26
12147,4829.3
12148,4830.33
12149,4831.37
12150,4832.4
12151,4833.43
12152,4834.46
12153,4835.49
12154,4836.52
12155,4837.54
12156,4838.56
12157,4839.58
12158,4840.6
12159,4841.62
12160,4842.64
12161,4843.65
12162,4844.66
12163,4845.67
12164,4846.68
12165,4847.69
12166,4848.7
12167,4849.7
12168,4850.7
12169,4851.71
12170,4852.71
12171,4853.7
12172,4854.7
12173,4855.7
12174,4856.69
12175,4857.68
12176,4858.67
12177,4859.66
12178,4860.65
12179,4861.64
12180,4862.62
12181,4863.6
12182,4864.59
12183,4865.57
12184,4866.55
12185,4867.53
12186,4868.5
12187,4869.48
12188,4870.45
12189,4871.43
12190,4872.4
12191,4873.37
12192,4874.34
12193,4875.3
12194,4876.27
12195,4877.24
12196,4878.2
12197,4879.16
12198,4880.13
12199,4881.09
12200,4882.05
12201,4883.01
12202,4883.96
12203,4884.92
12204,4885.88
12205,4886.83
12206,4887.78
12207,4888.74
12208,4889.69
12209,4890.64
12210,4891.59
12211,4892.54
12212,4893.49
12213,4894.43
12214,4895.38
12215,4896.33
12216,4897.27
12217,4898.21
12218,4899.16
12219,4900.1
12220,4901.04
12221,4901.98
12222,4902.92
12223,4903.86
12224,4904.8
12225,4905.74
12226,4906.68
12227,4907.62
12228,4908.56
12229,4909.49
12230,4910.43
12231,4911.37
12232,4912.3
12233,4913.24
12234,4914.17
12235,4915.1
12236,4916.04
12237,4916.97
12238,4917.9
12239,4918.84
12240,4919.77
12241,4920.7
12242,4921.64
12243,4922.57
12244,4923.5
12245,4924.43
12246,4925.36
12247,4926.3
12248,4927.23
12249,4928.16
12250,4929.09
12251,4930.02
12252,4930.96
12253,4931.89
12254,4932.82
12255,4933.75
12256,4934.68
12257,4935.62
12258,4936.55
12259,4937.48
12260,4938.42
12261,4939.35
12262,4940.28
12263,4941.22
12264,4942.15
12265,4943.09
12266,4944.02
12267,4944.96
12268,4945.89
12269,4946.83
12270,4947.77
12271,4948.7
12272,4949.64
12273,4950.58
12274,4951.52
12275,4952.46
12276,4953.4
12277,4954.34
12278,4955.28
12279,4956.23
12280,4957.17
12281,4958.11
12282,4959.06
12283,4960.0
12284,4960.95
12285,4961.9
12286,4962.85
12287,4963.8
12288,4964.75
12289,4965.7
12290,4966.65
12291,4967.6
12292,4968.55
12293,4969.51
12294,4970.47
12295,4971.42
12296,4972.38
12297,4973.34
12298,4974.3
12299,4975.26
12300,4976.23
12301,4977.19
12302,4978.15
12303,4979.12
12304,4980.09
12305,4981.06
12306,4982.03
12307,4983.0
12308,4983.97
12309,4984.95
12310,4985.92
12311,4986.9
12312,4987.88
12313,4988.86
12314,4989.84
12315,4990.82
12316,4991.81
12317,4992.79
12318,4993.78
12319,4994.77
12320,4995.76
12321,4996.75
12322,4997.75
12323,4998.74
12324,4999.74
12325,5000.74
12326,5001.74
12327,5002.74
12328,5003.74
12329,5004.75
12330,5005.75
12331,5006.76
12332,5007.77
12333,5008.79
12334,5009.8
12335,5010.82
12336,5011.83
12337,5012.85
12338,5013.88
12339,5014.9
12340,5015.92
12341,5016.95
12342,5017.98
12343,5019.01
12344,5020.04
12345,5021.08
12346,5022.11
12347,5023.15
12348,5024.19
12349,5025.24
12350,5026.28
12351,5027.33
12352,5028.38
12353,5029.43
12354,5030.48
12355,5031.53
12356,5032.59
12357,5033.65
12358,5034.71
12359,5035.77
12360,5036.84
12361,5037.9
12362,5038.97
12363,5040.04
12364,5041.11
12365,5042.19
12366,5043.27
12367,5044.35
12368,5045.43
12369,5046.51
12370,5047.6
12371,5048.68
12372,5049.77
12373,5050.86
12374,5051.96
12375,5053.05
12376,5054.15
12377,5055.25
12378,5056.35
12379,5057.46
12380,5058.57
12381,5059.67
12382,5060.79
12383,5061.9
12384,5063.01
12385,5064.13
12386,5065.25
12387,5066.37
12388,5067.49
12389,5068.62
12390,5069.75
12391,5070.88
12392,5072.01
12393,5073.14
12394,5074.28
12395,5075.42
12396,5076.56
12397,5077.7
12398,5078.85
12399,5079.99
12400,5081.14
12401,5082.29
12402,5083.45
12403,5084.6
12404,5085.76
12405,5086.92
12406,5088.08
12407,5089.24
12408,5090.4
12409,5091.57
12410,5092.74
12411,5093.91
12412,5095.08
12413,5096.26
12414,5097.44
12415,5098.61
12416,5099.8
12417,5100.98
12418,5102.16
12419,5103.35
12420,5104.54
12421,5105.73
12422,5106.92
12423,5108.11
12424,5109.31
12425,5110.51
12426,5111.71
12427,5112.91
12428,5114.11
12429,5115.31
12430,5116.52
12431,5117.73
12432,5118.94
12433,5120.15
12434,5121.36
12435,5122.58
12436,5123.79
12437,5125.01
12438,5126.23
12439,5127.46
12440,5128.68
12441,5129.9
12442,5131.13
12443,5132.36
12444,5133.59
12445,5134.82
12446,5136.05
12447,5137.28
12448,5138.52
12449,5139.75
12450,5140.99
12451,5142.23
12452,5143.47
12453,5144.71
12454,5145.96
12455,5147.2
12456,5148.45
12457,5149.7
12458,5150.95
12459,5152.2
12460,5153.45
12461,5154.7
12462,5155.95
12463,5157.21
12464,5158.46
12465,5159.72
12466,5160.98
12467,5162.23
12468,5163.49
12469,5164.76
12470,5166.02
12471,5167.28
12472,5168.54
12473,5169.81
12474,5171.07
12475,5172.34
12476,5173.61
12477,5174.88
12478,5176.14
12479,5177.41
12480,5178.68
12481,5179.96
12482,5181.23
12483,5182.5
12484,5183.77
12485,5185.05
12486,5186.32
12487,5187.6
12488,5188.87
12489,5190.15
12490,5191.42
12491,5192.7
12492,5193.98
12493,5195.25
12494,5196.53
12495,5197.81
12496,5199.09
12497,5200.37
12498,5201.65
12499,5202.93
12500,5204.21
12501,5205.49
12502,5206.77
12503,5208.05
12504,5209.33
12505,5210.61
12506,5211.89
12507,5213.17
12508,5214.45
12509,5215.73
12510,5217.01
12511,5218.3
12512,5219.58
12513,5220.86
12514,5222.14
12515,5223.42
12516,5224.7
12517,5225.98
12518,5227.26
12519,5228.54
12520,5229.82
12521,5231.1
12522,5232.38
12523,5233.65
12524,5234.93
12525,5236.21
12526,5237.49
12527,5238.76
12528,5240.04
12529,5241.31
12530,5242.59
12531,5243.86
12532,5245.14
12533,5246.41
12534,5247.68
12535,5248.96
12536,5250.23
12537,5251.5
12538,5252.77
12539,5254.04
12540,5255.31
12541,5256.57
12542,5257.84
12543,5259.11
12544,5260.37
12545,5261.64
12546,5262.9
12547,5264.16
12548,5265.42
12549,5266.68
12550,5267.94
12551,5269.2
12552,5270.46
12553,5271.71
12554,5272.97
12555,5274.22
12556,5275.48
12557,5276.73
12558,5277.98
12559,5279.23
12560,5280.48
12561,5281.72
12562,5282.97
12563,5284.21
12564,5285.46
12565,5286.7
12566,5287.94
12567,5289.18
12568,5290.42
12569,5291.65
12570,5292.89
12571,5294.12
12572,5295.35
12573,5296.58
12574,5297.81
12575,5299.04
12576,5300.27
12577,5301.49
12578,5302.71
12579,5303.94
12580,5305.15
12581,5306.37
12582,5307.59
12583,5308.8
12584,5310.02
12585,5311.23
12586,5312.44
12587,5313.65
12588,5314.85
12589,5316.06
12590,5317.26
12591,5318.46
12592,5319.66
12593,5320.86
12594,5322.06
12595,5323.25
12596,5324.44
12597,5325.64
12598,5326.82
12599,5328.01
12600,5329.2
12601,5330.38
12602,5331.56
12603,5332.74
12604,5333.92
12605,5335.1
12606,5336.27
12607,5337.44
12608,5338.61
12609,5339.78
12610,5340.95
12611,5342.11
12612,5343.27
12613,5344.44
12614,5345.59
12615,5346.75
12616,5347.9
12617,5349.06
12618,5350.21
12619,5351.36
12620,5352.5
12621,5353.65
12622,5354.79
12623,5355.93
12624,5357.07
12625,5358.21
12626,5359.34
12627,5360.48
12628,5361.61
12629,5362.74
12630,5363.86
12631,5364.99
12632,5366.11
12633,5367.23
12634,5368.35
12635,5369.47
12636,5370.58
12637,5371.69
12638,5372.81
12639,5373.92
12640,5375.02
12641,5376.13
12642,5377.23
12643,5378.33
12644,5379.43
12645,5380.53
12646,5381.62
12647,5382.72
12648,5383.81
12649,5384.9
12650,5385.98
12651,5387.07
12652,5388.15
12653,5389.23
12654,5390.31
12655,5391.39
12656,5392.47
12657,5393.54
12658,5394.61
12659,5395.68
12660,5396.75
12661,5397.82
12662,5398.88
12663,5399.94
12664,5401.0
12665,5402.06
12666,5403.12
12667,5404.18
12668,5405.23
12669,5406.28
12670,5407.33
12671,5408.38
12672,5409.43
12673,5410.47
12674,5411.52
12675,5412.56
12676,5413.6
12677,5414.64
12678,5415.67
12679,5416.71
12680,5417.74
12681,5418.77
12682,5419.8
12683,5420.83
12684,5421.86
12685,5422.89
12686,5423.91
12687,5424.93
12688,5425.95
12689,5426.97
12690,5427.99
12691,5429.01
12692,5430.02
12693,5431.04
12694,5432.05
12695,5433.06
12696,5434.07
12697,5435.08
12698,5436.09
12699,5437.1
12700,5438.1
12701,5439.1
12702,5440.11
12703,5441.11
12704,5442.11
12705,5443.11
12706,5444.1
12707,5445.1
12708,5446.1
12709,5447.09
12710,5448.08
12711,5449.08
12712,5450.07
12713,5451.06
12714,5452.05
12715,5453.04
12716,5454.03
12717,5455.01
12718,5456.0
12719,5456.98
12720,5457.97
12721,5458.95
12722,5459.94
12723,5460.92
12724,5461.9
12725,5462.88
12726,5463.86
12727,5464.84
12728,5465.82
12729,5466.8
12730,5467.78
12731,5468.75
12732,5469.73
12733,5470.71
12734,5471.68
12735,5472.66
12736,5473.63
12737,5474.61
12738,5475.58
12739,5476.56
12740,5477.53
12741,5478.5
12742,5479.48
12743,5480.45
12744,5481.42
12745,5482.4
12746,5483.37
12747,5484.34
12748,5485.31
12749,5486.29
12750,5487.26
12751,5488.23
12752,5489.21
12753,5490.18
12754,5491.15
12755,5492.12
12756,5493.1
12757,5494.07
12758,5495.04
12759,5496.02
12760,5496.99
12761,5497.96
12762,5498.94
12763,5499.91
12764,5500.89
12765,5501.86
12766,5502.84
12767,5503.82
12768,5504.79
12769,5505.77
12770,5506.75
12771,5507.73
12772,5508.71
12773,5509.69
12774,5510.67
12775,5511.65
12776,5512.63
12777,5513.61
12778,5514.59
12779,5515.58
12780,5516.56
12781,5517.55
12782,5518.53
12783,5519.52
12784,5520.51
12785,5521.5
12786,5522.49
12787,5523.48
12788,5524.47
12789,5525.46
12790,5526.46
12791,5527.45
12792,5528.45
12793,5529.44
12794,5530.44
12795,5531.44
12796,5532.44
12797,5533.45
12798,5534.45
12799,5535.45
12800,5536.46
12801,5537.47
12802,5538.47
12803,5539.48
12804,5540.49
12805,5541.51
12806,5542.52
12807,5543.54
12808,5544.55
12809,5545.57
12810,5546.59
12811,5547.61
12812,5548.64
12813,5549.66
12814,5550.69
12815,5551.72
12816,5552.74
12817,5553.78
12818,5554.81
12819,5555.84
12820,5556.88
12821,5557.92
12822,5558.96
12823,5560.0
12824,5561.04
12825,5562.09
12826,5563.13
12827,5564.18
12828,5565.23
12829,5566.28
12830,5567.34
12831,5568.4
12832,5569.45
12833,5570.51
12834,5571.58
12835,5572.64
12836,5573.71
12837,5574.77
12838,5575.84
12839,5576.92
12840,5577.99
12841,5579.07
12842,5580.14
12843,5581.23
12844,5582.31
12845,5583.39
12846,5584.48
12847,5585.57
12848,5586.66
12849,5587.75
12850,5588.85
12851,5589.94
12852,5591.04
12853,5592.15
12854,5593.25
12855,5594.36
12856,5595.46
12857,5596.57
12858,5597.69
12859,5598.8
12860,5599.92
12861,5601.04
12862,5602.16
12863,5603.29
12864,5604.41
12865,5605.54
12866,5606.67
12867,5607.81
12868,5608.94
12869,5610.08
12870,5611.22
12871,5612.36
12872,5613.51
12873,5614.66
12874,5615.81
12875,5616.96
12876,5618.11
12877,5619.27
12878,5620.43
12879,5621.59
12880,5622.75
12881,5623.92
12882,5625.09
12883,5626.26
12884,5627.43
12885,5628.6
12886,5629.78
12887,5630.96
12888,5632.14
12889,5633.33
12890,5634.52
12891,5635.71
12892,5636.9
12893,5638.09
12894,5639.29
12895,5640.48
12896,5641.69
12897,5642.89
12898,5644.09
12899,5645.3
12900,5646.51
12901,5647.72
12902,5648.94
12903,5650.15
12904,5651.37
12905,5652.59
12906,5653.82
12907,5655.04
12908,5656.27
12909,5657.5
12910,5658.73
12911,5659.97
12912,5661.2
12913,5662.44
12914,5663.68
12915,5664.92
12916,5666.17
12917,5667.42
12918,5668.66
12919,5669.92
12920,5671.17
12921,5672.42
12922,5673.68
12923,5674.94
12924,5676.2
12925,5677.46
12926,5678.73
12927,5680.0
12928,5681.27
12929,5682.54
12930,5683.81
12931,5685.09
12932,5686.36
12933,5687.64
12934,5688.92
12935,5690.2
12936,5691.49
12937,5692.77
12938,5694.06
12939,5695.35
12940,5696.64
12941,5697.94
12942,5699.23
12943,5700.53
12944,5701.82
12945,5703.12
12946,5704.43
12947,5705.73
12948,5707.03
12949,5708.34
12950,5709.65
12951,5710.96
12952,5712.27
12953,5713.58
12954,5714.89
12955,5716.21
12956,5717.52
12957,5718.84
12958,5720.16
12959,5721.48
12960,5722.8
12961,5724.12
12962,5725.45
12963,5726.77
12964,5728.1
12965,5729.43
12966,5730.76
12967,5732.09
12968,5733.42
12969,5734.75
12970,5736.08
12971,5737.42
12972,5738.75
12973,5740.09
12974,5741.43
12975,5742.76
12976,5744.1
12977,5745.44
12978,5746.78
12979,5748.13
12980,5749.47
12981,5750.81
12982,5752.16
12983,5753.5
12984,5754.85
12985,5756.19
12986,5757.54
12987,5758.89
12988,5760.23
12989,5761.58
12990,5762.93
12991,5764.28
12992,5765.63
12993,5766.98
12994,5768.33
12995,5769.68
12996,5771.03
12997,5772.38
12998,5773.74
12999,5775.09
13000,5776.44
13001,5777.79
13002,5779.15
13003,5780.5
13004,5781.85
13005,5783.21
13006,5784.56
13007,5785.91
13008,5787.27
13009,5788.62
13010,5789.97
13011,5791.32
13012,5792.68
13013,5794.03
13014,5795.38
13015,5796.74
13016,5798.09
13017,5799.44
13018,5800.79
13019,5802.14
13020,5803.49
13021,5804.84
13022,5806.19
13023,5807.54
13024,5808.89
13025,5810.24
13026,5811.59
13027,5812.94
13028,5814.29
13029,5815.63
13030,5816.98
13031,5818.32
13032,5819.67
13033,5821.01
13034,5822.36
13035,5823.7
13036,5825.04
13037,5826.38
13038,5827.72
13039,5829.06
13040,5830.4
13041,5831.74
13042,5833.07
13043,5834.41
13044,5835.74
13045,5837.08
13046,5838.41
13047,5839.74
13048,5841.07
13049,5842.4
13050,5843.73
13051,5845.06
13052,5846.38
13053,5847.71
13054,5849.03
13055,5850.35
13056,5851.67
13057,5852.99
13058,5854.31
13059,5855.63
13060,5856.94
13061,5858.25
13062,5859.57
13063,5860.88
13064,5862.19
13065,5863.5
13066,5864.8
13067,5866.11
13068,5867.41
13069,5868.71
13070,5870.01
13071,5871.31
13072,5872.61
13073,5873.9
13074,5875.2
13075,5876.49
13076,5877.78
13077,5879.07
13078,5880.35
13079,5881.64
13080,5882.92
13081,5884.2
13082,5885.48
13083,5886.76
13084,5888.04
13085,5889.31
13086,5890.58
13087,5891.85
13088,5893.12
13089,5894.39
13090,5895.65
13091,5896.92
13092,5898.17
13093,5899.43
13094,5900.69
13095,5901.95
13096,5903.2
13097,5904.45
13098,5905.7
13099,5906.94
13100,5908.19
13101,5909.43
13102,5910.67
13103,5911.91
13104,5913.14
13105,5914.38
13106,5915.61
13107,5916.84
13108,5918.06
13109,5919.29
13110,5920.51
13111,5921.73
13112,5922.95
13113,5924.17
13114,5925.38
13115,5926.6
13116,5927.81
13117,5929.01
13118,5930.22
13119,5931.42
13120,5932.62
13121,5933.82
13122,5935.02
13123,5936.21
13124,5937.4
13125,5938.6
13126,5939.78
13127,5940.97
13128,5942.15
13129,5943.33
13130,5944.51
13131,5945.69
13132,5946.86
13133,5948.03
13134,5949.2
13135,5950.37
13136,5951.54
13137,5952.7
13138,5953.86
13139,5955.02
13140,5956.17
13141,5957.33
13142,5958.48
13143,5959.63
13144,5960.78
13145,5961.92
13146,5963.06
13147,5964.21
13148,5965.34
13149,5966.48
13150,5967.61
13151,5968.75
13152,5969.88
13153,5971.0
13154,5972.13
13155,5973.25
13156,5974.37
13157,5975.49
13158,5976.61
13159,5977.73
13160,5978.84
13161,5979.95
13162,5981.06
13163,5982.17
13164,5983.27
13165,5984.37
13166,5985.47
13167,5986.57
13168,5987.67
13169,5988.76
13170,5989.85
13171,5990.95
13172,5992.03
13173,5993.12
13174,5994.21
13175,5995.29
13176,5996.37
13177,5997.45
13178,5998.53
13179,5999.6
13180,6000.68
13181,6001.75
13182,6002.82
13183,6003.89
13184,6004.95
13185,6006.02
13186,6007.08
13187,6008.14
13188,6009.2
13189,6010.26
13190,6011.32
13191,6012.37
13192,6013.43
13193,6014.48
13194,6015.53
13195,6016.58
13196,6017.63
13197,6018.67
13198,6019.72
13199,6020.76
13200,6021.8
13201,6022.84
13202,6023.88
13203,6024.92
13204,6025.95
13205,6026.99
13206,6028.02
13207,6029.06
13208,6030.09
13209,6031.12
13210,6032.15
13211,6033.17
13212,6034.2
13213,6035.22
13214,6036.25
13215,6037.27
13216,6038.29
13217,6039.32
13218,6040.34
13219,6041.36
13220,6042.37
13221,6043.39
13222,6044.41
13223,6045.43
13224,6046.44
13225,6047.46
13226,6048.47
13227,6049.48
13228,6050.49
13229,6051.51
13230,6052.52
13231,6053.53
13232,6054.54
13233,6055.55
13234,6056.55
13235,6057.56
13236,6058.57
13237,6059.58
13238,6060.58
13239,6061.59
13240,6062.6
13241,6063.6
13242,6064.61
13243,6065.62
13244,6066.62
13245,6067.63
13246,6068.63
13247,6069.64
13248,6070.64
13249,6071.64
13250,6072.65
13251,6073.65
13252,6074.66
13253,6075.66
13254,6076.67
13255,6077.67
13256,6078.68
13257,6079.68
13258,6080.69
13259,6081.69
13260,6082.7
13261,6083.7
13262,6084.71
13263,6085.72
13264,6086.72
13265,6087.73
13266,6088.74
13267,6089.75
13268,6090.76
13269,6091.77
13270,6092.77
13271,6093.79
13272,6094.8
13273,6095.81
13274,6096.82
13275,6097.83
13276,6098.85
13277,6099.86
13278,6100.88
13279,6101.9
13280,6102.91
13281,6103.93
13282,6104.95
13283,6105.97
13284,6106.99
13285,6108.01
13286,6109.03
13287,6110.06
13288,6111.08
13289,6112.11
13290,6113.14
13291,6114.17
13292,6115.19
13293,6116.23
13294,6117.26
13295,6118.29
13296,6119.33
13297,6120.36
13298,6121.4
13299,6122.44
